Incident Id;Date of Arrest;Time of Arrest;Primary Charge;Address;Arrestee's Age;Arrestee's Race;Arrestee's Gender;Arrestee's Ethnicity;Type of Arrest;Drugs or Alcohol Present;Weapon Present
25889;2010-11-22;20:23;UNDERAGE POSSESSION;110 WEST FRANKLIN STREET CHAPEL HILL NC 27514;18;B;M;;ON VIEW;Y;UNARMED
25893;2010-11-23;13:30;LARCENY -  ALL OTHER;ESTES DR AT SEAWELL SCHOOL RD CHAPEL HILL NC;29;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25897;2010-11-24;2:45;DRIVING AFTER CONSUMING  M;200 E FRANKLIN ST CHAPEL HILL NC 27514;20;W;F;;ON VIEW;Y;UNARMED
25901;2010-11-24;15:36;FAIL TO APPEAR/COMPL;100 LIBRARY DRIVE CHAPEL HILL NC 27516;64;W;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25913;2010-11-28;1:20;IMPAIRED DRIVING DWI;1404 E FRANKLIN ST CHAPEL HILL NC 27514;24;B;M;N;ON VIEW;Y;UNARMED
25917;2010-11-29;19:37;LARCENY -  ALL OTHER;100 S COLUMBIA ST CHAPEL HILL NC 27516;24;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25922;2010-12-01;1:32;AFFRAY/ASSAULT & BATTERY;HENDERSON ST AND E ROSEMARY CHAPEL HILL NC 27514;25;W;M;;ON VIEW;Y;UNARMED
25923;2010-12-01;1:37;AFFRAY/ASSAULT & BATTERY;HENDERSON STREET AT EAST ROSEMARY ST CHAPEL HILL NC;22;W;M;;ON VIEW;;UNARMED
25925;2010-12-01;15:18;POSSESSION MARIJUANA;US 15-501 AND WILLOW DRIVE CHAPEL HILL NC;20;B;M;N;SUMMONED/CITED;Y;UNARMED
25929;2010-12-02;20:52;P/W/I/S/D SCHED IV;N. LAKESHORE  DR @ ARLINGTON ST CHAPEL HILL NC 27516;22;B;M;N;ON VIEW;Y;UNARMED
25931;2010-12-02;23:01;DRUNK / DISRUPTIVE;500 WEAVER DAIRY RD CHAPEL HILL NC 27514;;;;;ON VIEW;Y;UNARMED
25946;2010-12-05;23:30;HIT/RUN LEAVE SCENE OF PROPERTY DAMAGE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;34;W;M;;SUMMONED/CITED;U;UNARMED
25953;2010-12-09;16:30;VIOLATION DOMESTIC VIOLENCE PROTECTIVE ORDER;101 MANNING DRIVE CHAPEL HILL NC 27514;41;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25974;2010-12-09;19:30;FRAUDULENT USE OF ID;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC;;;;;SUMMONED/CITED;N;UNARMED
25958;2010-12-11;2:46;TRANSPORT SPIRITUOUS LIQUOR;1800 E FRANKLIN ST CHAPEL HILL NC 27514;27;B;M;;SUMMONED/CITED;Y;UNARMED
25985;2010-12-17;15:01;POSSESSION MARIJUANA;1722 US HWY 15/501 CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;Y;UNARMED
25998;2010-12-20;16:33;AFFRAY/ASSAULT & BATTERY;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;22;W;F;;SUMMONED/CITED;;UNARMED
25994;2010-12-20;19:09;CONCEALING MDSE/SHOPLIFTING;81 S ELLIOTT RD CHAPEL HILL NC 27514;31;W;M;;SUMMONED/CITED;Y;UNARMED
25995;2010-12-21;0:03;ASSAULT-SIMPLE;1114 SOURWOOD CIR CHAPEL HILL NC 27514;49;W;F;N;ON VIEW;U;UNARMED
26030;2010-12-21;2:05;AWDW INFLICTING SERIOUS INJURY  F;120 E FRANKLIN ST CHAPEL HILL NC 27516;21;B;M;N;ON VIEW;Y;UNARMED
25999;2010-12-22;2:39;POSSESSION MARIJUANA;342 WEST ROSEMARY STREET CHAPEL HILL NC 27514;28;B;M;N;SUMMONED/CITED;Y;UNARMED
26002;2010-12-22;16:20;ASSAULT ON FEMALE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;33;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);;UNARMED
26010;2010-12-24;23:49;POSSESSION MARIJUANA;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;18;W;M;H;ON VIEW;Y;UNARMED
26021;2010-12-28;21:58;IMPAIRED DRIVING DWI;NC 54 WEST NEAR 1060 54 WEST CHAPEL HILL NC 27516;53;W;M;N;SUMMONED/CITED;Y;UNARMED
26023;2010-12-29;2:19;FAIL TO APPEAR/COMPL;OLD CHAPEL HILL RD AND HUSE STREETS CHAPEL HILL NC;20;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26028;2010-12-30;1:22;OPEN BEVERAGE;1611 E FRANKLIN ST CHAPEL HILL NC 27514;22;B;M;N;SUMMONED/CITED;Y;UNARMED
26027;2010-12-30;16:31;POSSESSION OF OPEN CONTAINER CO 3-3;MARTIN LUTHER KING BLVD AT PERKINS DRIVE CHAPEL HILL NC 27516;46;B;M;N;SUMMONED/CITED;Y;UNARMED
26051;2011-01-05;15:09;LARC BY EMPLOYEE;201 SOUTH ESTES DRIVE CHAPEL HILL NC 27514;26;B;F;;ON VIEW;N;UNARMED
26058;2011-01-06;20:14;FAIL TO APPEAR/COMPL;100 WEST ROSEMARY ST CHAPEL HILL NC 27514;53;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
26060;2011-01-06;21:58;AID & ABET LARCENY;122 ASHLEY FOREST RD CHAPEL HILL NC 27514;22;W;F;N;ON VIEW;N;UNARMED
26061;2011-01-07;0:18;ASLT INFL BODY INJURY;122 ASHLEY FOREST RD CHAPEL HILL NC 27514;23;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);;UNARMED
26063;2011-01-07;16:36;POSS MARIJUANA MISD  M;409 W FRANKLIN ST CHAPEL HILL NC 27516;33;W;M;;ON VIEW;Y;UNARMED
26073;2011-01-07;21:55;GIVE/SELL MALT BEV TO MINOR;1129 WEAVER DAIRY ROAD CHAPEL HILL NC;21;W;F;;SUMMONED/CITED;N;UNARMED
26068;2011-01-07;23:01;GIVE/SELL MALT BEV TO MINOR;1301 FORDHAM BLVD CHAPEL HILL NC 27514;36;W;F;;SUMMONED/CITED;;UNARMED
26078;2011-01-07;23:25;ASSAULT-SIMPLE;440 W ROSEMARY ST CHAPEL HILL NC 27516;43;B;M;N;ON VIEW;Y;UNARMED
26069;2011-01-07;23:30;GIVE/SELL MALT BEV TO MINOR;1505 E FRANKLIN ST CHAPEL HILL NC 27514;43;W;M;N;SUMMONED/CITED;N;UNARMED
26071;2011-01-08;0:56;GIVE/SELL MALT BEV TO MINOR;167 E FRANKLIN ST CHAPEL HILL NC 27514;37;W;M;N;SUMMONED/CITED;N;UNARMED
26097;2011-01-13;21:28;LARCENY -  ALL OTHER;119 E FRANKLIN ST CHAPEL HILL NC 27516;54;W;M;N;ON VIEW;Y;UNARMED
26100;2011-01-13;23:00;GIVE/SELL MALT BEV TO MINOR;137 EAST FRANKLIN STREET CHAPEL HILL NC;34;W;M;N;SUMMONED/CITED;N;UNARMED
26102;2011-01-14;2:34;DRUGS-POSS SCHED II;MERRIT MILL ROAD NEAR FRANKLIN STREET CHAPEL HILL NC 27516;34;B;M;;ON VIEW;Y;UNARMED
26110;2011-01-15;19:58;POSSESSION MARIJUANA;100 W ROSEMARY ST CHAPEL HILL NC 27516;45;W;M;N;SUMMONED/CITED;Y;UNARMED
26113;2011-01-16;4:13;BREAKING/ENTER-MISD  M;122-R MISTY WOODS CIRCLE CHAPEL HILL NC 27514;22;W;M;;ON VIEW;Y;UNARMED
26119;2011-01-19;9:50;NON-SUPPORT CHILD  M;US 15-501 HWY N/RALEIGH RD CHAPEL HILL NC 27516;55;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26131;2011-01-22;17:33;OPEN CONTAINER;110 WEST FRANKLIN STREET CHAPEL HILL NC 27514;49;B;M;N;ON VIEW;Y;UNARMED
26134;2011-01-23;0:08;FAIL TO APPEAR/COMPL;100 S COLUMBIA ST CHAPEL HILL NC 27516;23;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26160;2011-01-29;4:27;WORTHLESS CHECK;719 PRITCHARD AVE EXT. CHAPEL HILL NC 27514;26;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26167;2011-01-29;15:28;STALKING;SIMERVILLE ST CHAPEL HILL NC 27514;76;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26174;2011-01-29;23:43;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;W FRANKLIN ST & CHURCH ST CHAPEL HILL NC 27516;20;W;M;N;SUMMONED/CITED;Y;UNARMED
26180;2011-01-30;21:48;FAIL TO APPEAR/COMPL;NC 54 & SMITH LEVEL RD CHAPEL HILL NC 27516;22;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26183;2011-01-31;2:30;IMPAIRED DRIVING DWI;100 BLK UMSTEAD DRIVE CHAPEL HILL NC 27514;25;W;F;N;ON VIEW;Y;UNARMED
26182;2011-01-31;5:10;FAIL TO APPEAR/COMPL;122 ASHLEY FOREST RD CHAPEL HILL NC 27514;23;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26186;2011-02-01;20:35;INDECENT LIBERTIES;PRITCHARD AVE EXT AT UMSTEAD DR CHAPEL HILL NC 27514;49;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
26191;2011-02-02;14:05;S & D COCAINE  F;130 SOUTH ESTES CHAPEL HILL NC;46;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
26202;2011-02-03;19:58;FAIL TO APPEAR/COMPL;200 BROAD ST CARRBORO NC 27510;44;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26204;2011-02-04;1:25;POSSESSION ON UNAUTHORIZED PREMISES;201 E FRANKLIN ST CHAPEL HILL NC 27514;24;B;M;;SUMMONED/CITED;Y;UNARMED
26209;2011-02-05;0:04;IMPAIRED DRIVING DWI;W. ROSEMARY ST. AT N. COLUMBIA ST. CHAPEL HILL NC 27514;22;W;F;N;ON VIEW;Y;UNARMED
26212;2011-02-05;9:19;ASSAULT INFLICTING INJURY;1105 HWY 54 BYPASS CHAPEL HILL NC 27516;45;W;M;H;ON VIEW;Y;UNARMED
26226;2011-02-07;22:29;B&E-VEHICLE;175 E FRANKLIN ST CHAPEL HILL NC 27514;41;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26229;2011-02-08;19:06;FAIL TO APPEAR/COMPL;100 W ROSEMARY ST CHAPEL HILL NC 27516;49;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26245;2011-02-11;23:19;UNDERAGE POSSESSION;234 MCCAULEY ST CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
26246;2011-02-12;1:09;IMPAIRED DRIVING DWI  M;120 NORTH ST CHAPEL HILL NC 27514;19;W;F;N;ON VIEW;Y;UNARMED
26257;2011-02-14;17:06;13-2 SOLICIT W/O PERMIT;522 MORGAN CREEK RD CHAPEL HILL NC 27517;20;B;M;N;SUMMONED/CITED;N;UNARMED
26268;2011-02-16;22:21;ORDER TO SHOW CAUSE;500 S MERRITT MILL RD CHAPEL HILL NC 27516;22;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26271;2011-02-17;14:11;LARCENY -  SHOPLIFTING;1800 E FRANKLIN ST CHAPEL HILL NC 27514;36;B;F;N;SUMMONED/CITED;N;UNARMED
26279;2011-02-17;23:08;UNDERAGE POSSESSION;137 E FRANKLIN ST CHAPEL HILL NC 27514;20;W;F;N;SUMMONED/CITED;Y;UNARMED
26281;2011-02-17;23:08;UNDERAGE POSSESSION;137 E FRANKLIN ST CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;Y;UNARMED
26283;2011-02-17;23:30;PUBLIC CONSUMPTION;136 E ROSEMARY ST CHAPEL HILL NC 27514;20;W;M;;SUMMONED/CITED;Y;UNARMED
26294;2011-02-18;19:05;OPEN CONTAINER;175 EAST FRANKLIN STREET CHAPEL HILL NC 27514;47;W;M;N;SUMMONED/CITED;U;UNARMED
26300;2011-02-19;16:52;LARCENY OF BICYCLE;SHEPARD LN CHAPEL HILL NC 27514;46;B;M;N;SUMMONED/CITED;U;UNARMED
26301;2011-02-19;18:16;IMPAIRED DRIVING DWI;FORDHAM BLVD NEAR WILLOW DR CHAPEL HILL NC 27516;41;B;M;N;ON VIEW;Y;UNARMED
26302;2011-02-20;17:55;POSSESSION MARIJUANA;246 JAY ST CHAPEL HILL NC 27516;18;W;F;N;SUMMONED/CITED;U;UNARMED
26303;2011-02-21;0:42;IMPAIRED DRIVING DWI;325 W ROSEMARY ST CHAPEL HILL NC 27516;26;W;M;N;ON VIEW;Y;UNARMED
26304;2011-02-21;2:43;DAMAGE-PERSONAL PROP;403 WEST ROSEMARY CHAPEL HILL NC 27514;34;W;M;;ON VIEW;Y;UNARMED
26317;2011-02-24;22:44;POSSESSION MARIJUANA;UNIVERSITY SQUARE PVA CHAPEL HILL NC 27514;20;W;F;N;ON VIEW;U;UNARMED
26320;2011-02-25;23:10;POSSESSION MARIJUANA;325 WEST ROSEMARY STREET CHAPEL HILL NC 27514;22;B;M;;SUMMONED/CITED;Y;UNARMED
26338;2011-03-01;12:07;LARCENY -  ALL OTHER;1800 E FRANKLIN ST CHAPEL HILL NC 27514;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26348;2011-03-03;20:17;FAIL TO APPEAR/COMPL;100 W ROSEMARY ST CHAPEL HILL NC 27516;25;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26361;2011-03-04;0:54;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;136 E ROSEMARY ST CHAPEL HILL NC 27514;19;W;F;N;SUMMONED/CITED;Y;UNARMED
26355;2011-03-04;1:35;UNDERAGE POSSESSION;305 WEST ROSEMARY ST CHAPEL HILL NC;;;;;SUMMONED/CITED;Y;UNARMED
26362;2011-03-04;1:43;UNDERAGE POSSESSION;305 W ROSEMARY ST CHAPEL HILL NC 27516;20;W;M;N;SUMMONED/CITED;Y;UNARMED
26370;2011-03-05;0:49;POSSESS SPIRITUOUS LIQUOR;120 EAST FRANKLIN STREET CHAPEL HILL NC;24;W;M;N;SUMMONED/CITED;Y;UNARMED
26364;2011-03-05;4:26;BREAKING/ENTER-MISD;5 SOUTHPARK DRIVE CHAPEL HILL NC 27514;38;B;M;N;ON VIEW;U;UNARMED
26366;2011-03-05;5:54;BREAKING/ENTER-MISD;5 SOUTHPARK DRIVE CHAPEL HILL NC 27514;38;W;F;N;ON VIEW;U;UNARMED
26367;2011-03-05;17:20;BREAKING/LARC-FELONY;CAMERON AVENUE CHAPEL HILL NC 27514;48;B;M;;ON VIEW;Y;UNARMED
26369;2011-03-05;22:41;AFFRAY/ASSAULT & BATTERY  M;100 WEST FRANKLIN STREET CHAPEL HILL NC;25;B;M;N;ON VIEW;Y;UNARMED
26383;2011-03-07;8:46;STALKING;100 SPRUNT STREET CHAPEL HILL NC 27517;76;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26389;2011-03-08;17:31;ASSAULT ON FEMALE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;26;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26391;2011-03-08;21:56;FAIL TO APPEAR/COMPL;LARK CIRCLE CHAPEL HILL NC 27516;61;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26394;2011-03-11;12:53;CONCEALING MDSE/SHOPLIFTING;201 S ESTES DR CHAPEL HILL NC 27514;32;W;F;;SUMMONED/CITED;N;UNARMED
26397;2011-03-12;9:01;FELONY PROBATION VIOLATION OUT OF COUNTY;1250 EPHESUS CHURCH RD CHAPEL HILL NC 27517;49;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26404;2011-03-13;4:04;ASSAULT ON GOVERNMENT OFFICIAL  M;200 WESTMINISTER DR CHAPEL HILL NC 27514;41;W;F;N;ON VIEW;Y;UNARMED
26408;2011-03-13;5:30;POSS COCAINE FEL;1218 RALEIGH RD CHAPEL HILL NC 27517;37;W;M;;ON VIEW;Y;UNARMED
26418;2011-03-15;21:47;FRAUD-OBT PROPERTY;108 EAST FRANKLIN STREET CHAPEL HILL NC;21;W;M;N;ON VIEW;Y;UNARMED
26422;2011-03-16;8:13;FAIL TO APPEAR/COMPL;1103 SOURWOOD CIRCLE CHAPEL HILL NC 27517;20;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26449;2011-03-17;23:48;UNDERAGE POSSESSION;100 E FRANKLIN ST CHAPEL HILL NC;18;W;F;N;SUMMONED/CITED;Y;UNARMED
26450;2011-03-18;0:38;FRAUDULENT USE OF ID;305 W ROSEMARY ST CHAPEL HILL NC 27516;18;W;M;;SUMMONED/CITED;Y;UNARMED
26438;2011-03-18;1:30;LIQUOR  - CONSUMING;EAST ROSEMARY AND NORTH COLUMBIA CHAPEL HILL NC 27514;21;W;M;;SUMMONED/CITED;Y;UNARMED
26441;2011-03-18;1:30;LIQUOR  - CONSUMING;EAST ROSEMARY AND NORTH COLUMBIA STREET CHAPEL HILL NC 27514;27;W;M;;SUMMONED/CITED;Y;UNARMED
26451;2011-03-18;1:30;FRAUDULENT USE OF ID;202 W ROSEMARY ST CHAPEL HILL NC 27516;;;;;ON VIEW;Y;UNARMED
26457;2011-03-18;19:15;FAIL TO APPEAR/COMPL;100 CHASE AVE CHAPEL HILL NC 27514;50;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
26458;2011-03-19;2:32;DAMAGE-REAL PROPERTY;750 S MERRITT MILL RD CHAPEL HILL NC 27516;;;;;ON VIEW;Y;UNARMED
26460;2011-03-19;5:10;ASSAULT ON MINOR UNDER 12;303 SCHOOL LN CHAPEL HILL NC 27516;43;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26462;2011-03-19;22:32;DRUGS-POSS SCHED VI;316 W ROSEMARY ST CHAPEL HILL NC 27516;20;W;M;N;SUMMONED/CITED;Y;UNARMED
26483;2011-03-24;17:34;OPEN CONTAINER;108 E FRANKLIN ST CHAPEL HILL NC 27514;41;W;F;N;SUMMONED/CITED;Y;UNARMED
26480;2011-03-24;18:30;SOLICITING WITHOUT A PERMIT;COLUMBIA PLACE CHAPEL HILL NC 27516;23;B;F;;ON VIEW;U;UNARMED
26489;2011-03-25;20:18;DRUGS-POSS SCHED VI;1105 HWY NC 54 BYPASS CHAPEL HILL NC 27516;28;W;M;N;ON VIEW;Y;UNARMED
26497;2011-03-26;23:53;IMPAIRED DRIVING DWI;25 BRANDON RD CHAPEL HILL NC 27517;25;W;M;H;ON VIEW;Y;UNARMED
26498;2011-03-27;2:25;IMPAIRED DRIVING DWI;400 N COLUMBIA ST CHAPEL HILL NC 27516;;;;;ON VIEW;Y;UNARMED
26503;2011-03-28;1:25;IMPAIRED DRIVING DWI;1404 E FRANKLIN ST CHAPEL HILL NC 27514;29;W;M;H;ON VIEW;Y;UNARMED
26507;2011-03-29;10:15;ASSAULT W DEADLY WEAPON;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;28;B;F;N;ON VIEW;Y;UNARMED
26515;2011-03-30;13:00;ASSAULT ON FEMALE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;31;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
26533;2011-04-02;12:26;FAIL TO APPEAR/COMPL;103 LOUIS ARMSTRONG CT CHAPEL HILL NC 27514;45;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26536;2011-04-02;23:42;OPEN CONTAINER;312 MCDADE ST CHAPEL HILL NC 27516;21;W;M;;SUMMONED/CITED;Y;UNARMED
26545;2011-04-05;20:53;FAIL TO APPEAR/COMPL;250 E ROSEMARY ST CHAPEL HILL NC 27514;32;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26550;2011-04-07;16:12;LARCENY OF MOTOR VEHICLE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26555;2011-04-07;23:12;REC/POSS STOLE MV;PITTSBORO ST AT VANCE ST CHAPEL HILL NC 27514;41;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26556;2011-04-08;16:00;LARCENY -  ALL OTHER;109 E FRANKLIN ST CHAPEL HILL NC 27516;54;B;M;;ON VIEW;N;UNARMED
26559;2011-04-09;2:14;IMPAIRED DRIVING DWI;800 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;25;W;M;N;ON VIEW;Y;UNARMED
26561;2011-04-09;11:28;ASSAULT BY STRANGULATION;220 BLUEFIELD RD CHAPEL HILL NC 27517;26;W;F;N;ON VIEW;U;UNARMED
26562;2011-04-10;0:15;OPEN CONTAINER;CHURCH STREET AND SHORT STREET CHAPEL HILL NC 27514;21;W;M;;SUMMONED/CITED;Y;UNARMED
26569;2011-04-10;3:21;POSS. FAKE ID;1332 LEGACY TER CHAPEL HILL NC 27516;;;;;ON VIEW;Y;UNARMED
26572;2011-04-11;1:35;IMPAIRED DRIVING DWI;ROSEMARY ST/ MLK CHAPEL HILL 27516;42;W;M;H;ON VIEW;Y;UNARMED
26580;2011-04-13;13:30;ASSAULT ON FEMALE;790 WILLIAMS CIR CHAPEL HILL NC 27516;30;W;M;N;ON VIEW;U;UNARMED
26581;2011-04-13;20:00;FAIL TO APPEAR/COMPL;600 W ROSEMARY ST CHAPEL HILL NC 27514;31;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26587;2011-04-13;23:42;POSSESSION MARIJUANA;MLK JR BLVD AND HOMESTEAD CHAPEL HILL NC 27514;19;B;M;N;ON VIEW;Y;UNARMED
26582;2011-04-14;2:14;POSSESSION MARIJUANA;466 W FRANKLIN ST/N ROBERSON ST CHAPEL HILL NC 27516;;;;;ON VIEW;Y;UNARMED
26591;2011-04-15;11:46;SUSPENSION OR REVOCATION OF LICENSE;MERRIT MILL ROAD AT CREST DRIVE CHAPEL HILL NC 27516;21;B;M;N;SUMMONED/CITED;U;UNARMED
26602;2011-04-17;0:15;OPEN CONTAINER;1250 EPHESUS CHURCH RD CHAPEL HILL NC 27517;52;W;M;H;ON VIEW;Y;UNARMED
26600;2011-04-17;1:20;RESISTING ARREST;425 HILLSBOROUGH STREET CHAPEL HILL NC 27514;27;W;M;;ON VIEW;Y;UNARMED
26605;2011-04-17;2:50;DRUG PARAPHERNALIA;ROBERSON STREET CHAPEL HILL NC 27514;22;W;M;N;ON VIEW;Y;UNARMED
26610;2011-04-18;18:18;LARCENY -  ALL OTHER;1830 E FRANKLIN ST/FORDHAM BLVD CHAPEL HILL NC 27514;31;B;M;N;ON VIEW;;UNARMED
26616;2011-04-19;17:27;POSSESSION MARIJUANA;1250 EPHESUS CHURCH RD CHAPEL HILL NC 27517;21;B;F;;SUMMONED/CITED;Y;UNARMED
26622;2011-04-20;18:01;OPEN CONTAINER;150 E FRANKLIN ST CHAPEL HILL NC 27514;44;B;M;N;SUMMONED/CITED;Y;UNARMED
26624;2011-04-22;16:32;ASSAULT ON FEMALE;143 WEST FRANKLIN STREET CHAPEL HILL NC 27514;32;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26628;2011-04-23;2:52;IMPAIRED DRIVING DWI;1400 E FRANKLIN ST CHAPEL HILL NC 27514;29;B;M;N;ON VIEW;Y;UNARMED
26634;2011-04-23;16:43;LARCENY -  ALL OTHER;1250L EPHESUS ROAD CHAPEL HILL NC 27514;29;B;F;N;ON VIEW;N;UNARMED
26638;2011-04-24;16:16;ASSAULT BY STRANGULATION;UNC HOSPITAL CHAPEL HILL NC 27514;24;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26644;2011-04-26;0:42;DRUG PARAPHERNALIA;408 HILLSBOROUGH ST CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;N;UNARMED
26651;2011-04-27;6:54;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;208 PINEGATE CIR CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;N;UNARMED
26662;2011-04-27;17:37;UNDERAGE POSSESSION;CAMERON AVE @ MALLETTE ST CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;Y;UNARMED
26665;2011-04-27;22:25;CONSUMING ON UNAUTHORIZED PREMISES  M;CAMERON AVE AT PITTSBORO ST CHAPEL HILL NC 27516;22;W;F;N;SUMMONED/CITED;Y;UNARMED
26666;2011-04-27;23:30;OPEN CONTAINER  M;CAMERON STREET NEAR COLUMBIA STREET CHAPEL HILL NC 27516;26;W;M;;SUMMONED/CITED;Y;UNARMED
26671;2011-04-27;23:45;CONSUMING ON UNAUTHORIZED PREMISES  M;CAMERON AVENUE AT COLUMBIA STREET CHAPEL HILL NC 27516;22;W;F;;SUMMONED/CITED;Y;UNARMED
26672;2011-04-28;0:35;LIQUOR  - CONSUMING  M;BIG FRAT CT CHAPEL HILL NC 27514;19;W;F;;SUMMONED/CITED;Y;UNARMED
26683;2011-04-28;15:32;WORTHLESS CHECK;FORDHAM AT EASTOWNE CHAPEL HILL NC 27514;32;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26686;2011-04-28;20:20;POSS MARIJUANA FEL;1800 E FRANKLIN ST CHAPEL HILL NC 27514;;;;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26690;2011-04-29;2:42;IMPAIRED DRIVING DWI;E. FRANKLIN ST AND COUCH LN CHAPEL HILL NC 27516;27;W;M;N;ON VIEW;Y;UNARMED
26699;2011-04-29;17:05;2ND DEGREE TRESPASS;150 E FRANKLIN ST CHAPEL HILL NC 27514;46;W;F;;SUMMONED/CITED;Y;UNARMED
26715;2011-05-03;19:51;PROBATION;130 S ESTES DR CHAPEL HILL NC 27514;30;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);;UNARMED
26714;2011-05-03;20:55;FAIL TO APPEAR/COMPL;150 E FRANKLIN ST CHAPEL HILL NC 27514;45;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26720;2011-05-05;12:56;FAIL TO APPEAR-FELONY COCAINE POSSESSION;100 EASTOWNE DR CHAPEL HILL NC 27514;27;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26724;2011-05-05;23:45;NOISE ORDINANCE VIOLATION;2701 HOMESTEAD RD CHAPEL HILL NC 27516;23;B;M;N;SUMMONED/CITED;Y;UNARMED
26729;2011-05-06;18:56;DRUG PARAPHERNALIA;1100 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;18;B;M;N;SUMMONED/CITED;Y;UNARMED
26734;2011-05-07;2:44;IMPAIRED DRIVING DWI;1010 E FRANKLIN ST/HOWELL LN CHAPEL HILL NC 27514;25;W;M;H;ON VIEW;Y;UNARMED
26740;2011-05-08;5:59;IMPAIRED DRIVING DWI;MLK AND BLOSSOM CHAPEL HILL NC 27514;27;W;M;H;ON VIEW;;UNARMED
26744;2011-05-09;6:04;IMPAIRED DRIVING DWI;WEST ROSEMARY ST CHAPEL HILL NC 27514;24;W;F;N;ON VIEW;Y;UNARMED
